Article_ID,Article_Title,Last_Edited,Editing_Level,Creator,Belongs_To
000000001155,Kmkioa,10/10/2017,3,WWp\j$F*/R$y*PG#HOhHEhJ!tjC,Chemistry
000000001156,Ebmyjytky,12/7/2011,2,ai&uul!IaDldyK/\!V*hwG!k!F@E,Computer Science
000000001157,Cqusltkhf,3/1/2013,3,geDCSerh#S&@&hQ/@,Computer Science
000000001158,Nnualvhcteiqg,9/22/2013,3,$&NYy%h,Theoretical Physics
000000001159,Vqivenjxy,8/10/2016,3,d#th%$$DG@&hWtT$@F\j,Chemistry
000000001160,Rjxkgh,8/4/2017,4,E&Pni^AtQn*FU/#&Ft&$,Data Science
000000001161,Amopywmqak,8/6/2014,1,Q&%!RdAAljv&@&,Complex Analysis
000000001162,Vrvysq,12/29/2013,2,gT@/!@lUrP#yFp#&!SX&oWBcn&,Physics
000000001163,Rasfugsmfhm,8/10/2015,4,J#dOJ@ofQ\w$,Theoretical Physics
000000001164,Ahmtxrryjfudv,8/3/2017,2,l@TO@$!CqNbH%csI/A%MQVq/,Real Analysis
000000001165,Lxqrnkjia,1/13/2014,3,GDl\g^Slu!V,Complex Analysis
000000001166,Yhsjjkltxahdlr,7/13/2012,2,GzXIdbG#&/\qd*TefrF&QwdEa@,Mathematics
000000001167,Sllhhuwwqrwc,8/19/2011,4,aFMd/#M,Mathematics
000000001168,Dtnvvlous,6/16/2011,2,wg$auviR$%/uyv/JIQqj#nyD$J,Real Analysis
000000001169,Mwqahsrmk,7/22/2017,4,CaW*%%GyJ^gq\tvHthRJ%\rmi,Computer Science
000000001170,Ujupvgckxuwqba,8/23/2015,2,PF#H&ZhyZhqXK@%LeJsHsW%N,Data Science
000000001171,Bufwokvhsxm,1/22/2014,2,ai/*u,Database Systems
000000001172,Jufuvdxk,11/12/2015,1,*%L\eCmMW#f#%me!oV,Real Analysis
000000001173,Uesaqrdbjct,7/25/2011,3,U#&W@!*@qOE!Pv^fE@eqfeXSsa,Mathematics
000000001174,Rfdbsaeyvk,9/9/2012,3,*n&BhE,Physics
000000001175,Wndifhhsrfequ,5/14/2012,1,faXW*P,Real Analysis
000000001176,Yfyqhtyibnk,11/16/2011,3,/$AJDQvGGrU,Theoretical Physics
000000001177,Iuqfhydrji,6/18/2010,4,&Z&^dlvJ&,Physics
000000001178,Uijfueobcsw,11/28/2015,2,gYdjDf$!Q^lGqoIr#,Analysis
000000001179,Gbaoeaatccq,10/15/2014,2,%p/MRmOp\!@@Vn\Zv!guhJA,Physics
000000001180,Qtyvwxjklj,8/15/2014,4,uvdXw,Database Systems
000000001181,Zqijjkv,1/1/2017,4,u@p&EV&%#H$q#j$vlo#vwX/,Real Analysis
000000001182,Gpauwaiuvcdc,6/2/2011,2,C%*@a,Data Science
000000001183,Wjrykmciq,7/25/2013,1,&&xv,Physics
000000001184,Ydoybtnlwtybu,9/25/2010,4,O$gd^pcofB,Database Systems
000000001185,Zeknlluryg,1/12/2017,4,ldEX$G@@PDS$S%#/!IYsA#ytD//&,Real Analysis
000000001186,Dfibqil,10/27/2017,4,^&$T@!l\hz%%\r,Database Systems
000000001187,Vqxvwjclu,2/8/2012,3,&!Cw,Database Systems
000000001188,Fxuffeste,1/26/2011,3,S&%w#*UID%*v%mDxFM/GL,Mathematics
000000001189,Eylnwt,2/26/2016,3,uvdXw,Mathematics
000000001190,Idewoipg,8/25/2016,4,Nw/y&dcJtwG^UOa/%$i!^xmR@&#,Analysis
000000001191,Evlvsnitwaqoup,5/16/2015,3,SLb$K/@I^A!ddf@n*K^j/RcXqMnD,Mathematics
000000001192,Lrptxnaiwh,7/1/2011,3,P**#*@ptB&HKJTQzej/QkRyJ&%ca*I,Real Analysis
000000001193,Fhveshxhy,11/13/2014,1,Vm\F*RyH!&y\jzGW&BYEul&O\##/,Database Systems
000000001194,Atmkdyn,3/14/2016,2,p#^\\%^/pxm#k\,Real Analysis
000000001195,Bqncbpedywelndw,9/19/2015,4,C!y%OMrZF&I^*vFHFrZ$&,Theoretical Physics
000000001196,Vewvvf,3/13/2011,1,!@FFuSYRCg\!a^@#Ji,Computer Science
000000001197,Ledqdvkc,7/12/2017,3,d*#Q/WsZKIuR!W&,Real Analysis
000000001198,Sgnjhda,4/12/2013,3,$#Iw/m!%I@,Database Systems
000000001199,Nqnldvoklt,1/12/2016,4,*VBCgajK,Theoretical Physics
000000001200,Nmvhvscty,2/22/2016,2,Bz@wVW#@$a!E/Qdo,Physics
000000001201,Hmyokbal,11/12/2013,3,%bfNtnb%y/#@&&wCgAJQ/EBt\,Real Analysis
000000001202,Siopqo,11/16/2017,3,rEycaGB^M&QOh,Algebra
000000001203,Whtvrfbfulqr,11/14/2016,2,S&%w#*UID%*v%mDxFM/GL,Real Analysis
000000001204,Sriditq,5/23/2010,2,xkGpo,Data Science
000000001205,Gixuilhjc,6/10/2013,2,x@%KjQqT&fCO\,Complex Analysis
000000001206,Sbnvjyqyde,10/25/2016,2,jG\@KZ\deQG*&PP%e^,Theoretical Physics
000000001207,Cnwlpo,12/31/2014,4,Lsr\J*HDX/%$ezS/U%W#,Analysis
000000001208,Cqpirpgcvnbadv,8/28/2012,1,Bc*N*&$l,Chemistry
000000001209,Tugqxvabrerpn,5/14/2015,4,XaKk$Qs!BSekT!&oU,Database Systems
000000001210,Rxmqayx,6/22/2011,4,&^$%gM$L!dl#LO!S&bsNgvpLW,Data Science
000000001211,Ucmuahd,2/24/2014,2,^Q*EMZZ&Z/&QFV!,Physics
000000001212,Gvdcgvkuov,2/10/2013,4,a^Y&Ivo#Mt%U^H@!dyTHrDWs*@#%Y,Real Analysis
000000001213,Nkyntrjkp,9/7/2010,4,E@\pUt&X/q*i@&,Data Science
000000001214,Vqlwlqnoh,8/12/2011,4,rW#!/F*N\Fc,Data Science
000000001215,Svwkxyrrg,4/25/2010,1,@$u/*eB,Algebra
000000001216,Lorjyixydgwbpxx,2/15/2016,1,b$Ye$B/nWa@vg*AM#zGSvm,Theoretical Physics
000000001217,Wfpjaqhc,3/15/2017,3,uh#t$&A&Oksp\T!\/,Physics
000000001218,Cpdhvdyxmm,8/20/2011,2,A%Hvl@%Il&\o!R,Database Systems
000000001219,Brdnmrjuvudii,9/21/2011,3,UYc/Vb#@\bcp#,Database Systems
000000001220,Clbjumgijimr,5/13/2015,3,E@\pUt&X/q*i@&,Real Analysis
000000001221,Jefqxbt,8/21/2014,4,*&CV\G@!Ls!%DjTOp$QXA##oWJ#,Algebra
000000001222,Sjgqdhunbdmx,3/29/2014,1,tA/FJ\tv,Data Science
000000001223,Euaagoumxjllivh,9/10/2010,3,!OK@V#fhjoWGU@e@E,Theoretical Physics
000000001224,Nmcoildqce,4/8/2017,2,GDl\g^Slu!V,Mathematics
000000001225,Noxmio,12/24/2015,3,!/YM@\AXzSP&l^#oDqvfAh,Database Systems
000000001226,Cdrhbwl,1/4/2015,4,**B/azEcB#$J^&#^,Theoretical Physics
000000001227,Odexyathytbdod,6/3/2015,2,Sj&\/hTnuzq^,Analysis
000000001228,Zsahxepswwcsavq,12/9/2010,4,\d&CFMCUqzp#eZ#M/nlP/,Data Science
000000001229,Esnhgmjfry,9/4/2017,4,/&\IpkH@o###%o%dX!ph,Mathematics
000000001230,Hkakut,6/4/2017,1,$TKi#C*\evlNl*/@,Computer Science
000000001231,Vlhajhfolnuly,3/31/2015,1,\czOsj@$g$b@/,Data Science
000000001232,Qwlebhcfwg,6/22/2016,1,#@z%wJ&H!l,Complex Analysis
000000001233,Ghwrnshvjl,7/28/2017,1,jp#v*xFwBq!oyCI,Database Systems
000000001234,Owxfwppmmiunxkx,10/1/2015,3,knpIjnrXK^$/zYL/^@,Database Systems
000000001235,Nlcbaodoo,5/2/2015,2,Jh#t$/VYAODyR%$&gX,Computer Science
000000001236,Rxorljhgyonl,8/7/2011,4,a/!eZMtjIi&O&lx*PU\WCa/xq*Mx,Analysis
000000001237,Xbmbvkm,5/2/2012,4,N@M@S$TGT,Computer Science
000000001238,Omwcepd,6/14/2010,1,x!\/&!BP^&\%A!\e^!aCCxlf,Database Systems
000000001239,Wnjbssphusjv,3/26/2010,2,\^t!a*IEd,Database Systems
000000001240,Znepvq,8/20/2016,1,**B/azEcB#$J^&#^,Computer Science
000000001241,Zodlajeyel,11/13/2016,2,@mIlDJ$#uVbs/@E%XM^toq$X,Mathematics
000000001242,Ldlrwaypoogqch,1/12/2010,2,JBeiT\/#BH!@c@^M!ch\A,Real Analysis
000000001243,Wpoeebbcsecoqk,3/12/2013,2,zdQsC\!$^@#LwC,Algebra
000000001244,Fkrjuopbdmeyx,12/6/2010,4,k%xe/y/E\zwv/Q@,Computer Science
000000001245,Qexnqb,6/11/2013,2,H^DmcC#Nl^Dh@\DwLA/CgZw*t,Computer Science
000000001246,Nmmwbo,9/27/2017,4,uLYOBPG/iuF$ut!H\\,Database Systems
000000001247,Sfecikm,1/21/2012,3,EMV!a/b&/oZX,Data Science
000000001248,Dcngdui,4/7/2016,1,^v#Xpj^Ii^hK*,Real Analysis
000000001249,Bikglqigssvqs,2/27/2013,4,o$l!Se%J\iX&WtkJW!*%,Theoretical Physics
000000001250,Mphyevyecvxrhx,1/15/2015,2,UxB$w!Xe&#y@R#Dy@H@%j!@Gh&sPb,Mathematics
000000001251,Umcxwcirncb,10/29/2016,3,aOTB*WT&eIRHK\xa#/HFzv,Algebra
000000001252,Zhhyswnmtcaf,1/8/2010,2,L^q!b,Data Science
000000001253,Ogabdn,5/11/2017,4,HVr/y#nYrxe*J,Database Systems
000000001254,Rxsoddgiyky,7/7/2017,3,%@%%slu\jQyoF\&se#q^ydGX!gt,Analysis
000000001255,Hqpgfmoyhlkpkk,3/14/2015,3,&#T!^lJJt&,Complex Analysis
000000001256,Wxvdmvotlpp,9/29/2012,1,y#Lt/$,Real Analysis
000000001257,Vorwbrdvusog,11/30/2014,3,\Z$Zm\k/nd\*&wylb*\yNtix@,Analysis
000000001258,Gbghjhqvkxkld,11/13/2015,4,@Yjc,Database Systems
000000001259,Jvoxmkrjwaogm,12/13/2016,2,@E!BMPv%d%Tw%uuKEEHh$j@Ha$F,Theoretical Physics
000000001260,Riebepwiilw,3/27/2010,1,ai/*u,Chemistry
000000001261,Gqdvkfqibggpyar,12/10/2014,3,F%#b^Z,Real Analysis
000000001262,Tvaxgci,12/18/2011,2,jH@Jj@Awusbi$v/hs/Lu*tQvoQ,Database Systems
000000001263,Cfsnjcipulhtu,8/12/2014,1,&CBZL@$/mD^z,Complex Analysis
000000001264,Qobscsuia,10/14/2015,4,/laqb&,Theoretical Physics
000000001265,Crjqcpeqynawvlw,7/17/2013,3,#&/^\#@iBStRJTN%,Mathematics
000000001266,Tyceujauwj,5/2/2011,3,$VjaC@%AB*Z\L*#qhzUa\o,Data Science
000000001267,Togjcdkbkll,7/31/2011,1,Gpg&HaE/LEXgOgVK&T#sx,Chemistry
000000001268,Loocqywaic,1/12/2011,2,^$/G\z/\,Real Analysis
000000001269,Kaawrjmmrbmh,3/29/2012,4,fpZ$&wgpSOvF%,Computer Science
000000001270,Pqkhblvfmi,6/13/2015,3,uaF^Vc/Y/fYs%%*@HKg*,Computer Science
000000001271,Qptemrmlhxjidi,1/21/2014,4,F#He\j*@E,Theoretical Physics
000000001272,Ttgwnur,11/7/2015,1,@f@o\ONYPrLw^LS,Data Science
000000001273,Uvbive,7/23/2010,3,d^*MfY&H@QHVD#@sV%&/FV#,Mathematics
000000001274,Ccsbbrlitju,9/10/2012,4,USe#fCK\&E,Computer Science
000000001275,Xhwmvmxgbnvx,11/29/2016,3,&%r#&X%ghjk&Ly^hJG!Lo^$$In*T,Data Science
000000001276,Lngwyw,5/30/2013,4,&A&@Xkr&@vD!ZfH^e#/ul,Real Analysis
000000001277,Stshjfrrtxfptpl,10/30/2011,4,U/y#KhVS!%^omDuFf%J%c\qWn,Data Science
000000001278,Tpcugtbqbfxlw,1/30/2016,1,FcL#u@Ytm\N^fkwi#ku/gy$#cP*%,Chemistry
000000001279,Gmcmfyffvflg,5/13/2016,1,FcL#u@Ytm\N^fkwi#ku/gy$#cP*%,Algebra
000000001280,Ddmgiihtxvyikf,6/7/2011,3,x%HWX/%qGc,Mathematics
000000001281,Gaweybhagnahpf,8/9/2014,2,Yzz#GaVPuy@#/%oAu%K#Dj#pg!AI!J,Data Science
000000001282,Zuqedtdf,10/2/2016,3,$NIk,Real Analysis
000000001283,Pbkvwchf,3/30/2014,2,OrkpBAw@cQu##s\SZgb$BKHmNQ#yr,Theoretical Physics
000000001284,Lollcqqvufyggn,11/3/2017,1,RXEvO&Pu!ZUP$ZMt#G$^y*\kRur*%,Analysis
000000001285,Lhfbfrgfqkt,11/12/2012,3,%p#DH&U#z%%%Ll#^\zW,Algebra
000000001286,Dutnwukdppkjr,11/15/2012,1,d%s@&hJf&\*!H/MlYH@p$qnS^CUHPL,Chemistry
000000001287,Celxaifrxaoaic,1/16/2013,3,$fZ&tZZtle*,Database Systems
000000001288,Xghvuiki,1/27/2011,1,b*n\*q$&Zf$TR#*Nb^&!/xgq/B,Database Systems
000000001289,Yeaqcugxwbmljpg,11/4/2011,3,LGdw^sOCnlm#&iaDb/r,Real Analysis
000000001290,Gsqjprvhywgx,7/9/2015,3,IO^rPIrHr@k#P@!b,Analysis
000000001291,Fqkkdrv,9/7/2013,2,**XEP/,Complex Analysis
000000001292,Odwtqgjpswvirt,1/29/2017,4,$Y#%J$nKiWV$HQrHQuA\&*ZtAaiWZ,Data Science
000000001293,Norykgkcxqx,5/11/2012,3,!aWfEHNC$^HX/\$\c#/xjuG&xsQ,Algebra
000000001294,Ciyrrsbhdcp,7/31/2015,3,d*#Q/WsZKIuR!W&,Complex Analysis
000000001295,Hvunlwppbpaivv,3/14/2011,2,!lSjbV^y@H!#gBSi#yutm^ih,Real Analysis
000000001296,Dqohxx,2/2/2015,2,!/YM@\AXzSP&l^#oDqvfAh,Computer Science
000000001297,Bepwpictd,2/20/2014,2,T!&blZpx!zZf&i,Mathematics
000000001298,Fbwoelm,11/18/2017,3,fdt\//Fw$,Computer Science
000000001299,Jqvodasy,5/3/2011,2,O!DQZcIV%b%,Complex Analysis
000000001300,Wclolxbflmixa,1/13/2015,3,FIVQI*Qx^xY&*^jPzLd,Physics
000000001301,Kioqby,8/2/2015,2,QJO\/o$Qx%ZE*wyiZ,Computer Science
000000001302,Xfcnlovclwd,4/1/2016,3,F&y*KV%Sw#^a,Chemistry
000000001303,Crygibrsg,10/15/2015,1,@UEq\a%ZGbI/q*K,Database Systems
000000001304,Vguqhbus,11/22/2017,3,^$/G\z/\,Theoretical Physics
000000001305,Salgxgelc,2/26/2014,2,jA&!tyv\w*dHn,Database Systems
000000001306,Gtgvqksql,12/23/2011,3,zc!%D\,Theoretical Physics
000000001307,Opujpgyxngaqgx,6/27/2012,4,!nCJqhi&Tx%oZG@^*Ii&,Complex Analysis
000000001308,Ibgdfnlxqqos,12/7/2016,3,AEwyFQa\$H@u&Mn%X@F!O!,Data Science
000000001309,Raiahwlliteye,5/22/2017,3,W&@!\oQ,Data Science
000000001310,Pfahgeei,11/7/2010,1,h\Wkb^KO\rp!#$AV#Ft#hy#swY@^,Analysis
000000001311,Ygmfys,10/22/2012,3,be^/\&HlAq^MK^\/$wK^,Analysis
000000001312,Ijauwbaq,2/6/2010,4,!/YM@\AXzSP&l^#oDqvfAh,Theoretical Physics
000000001313,Jakpaqy,10/28/2010,1,CTNRc\b\egSwa@,Mathematics
000000001314,Urcbfgggfv,3/1/2015,2,VYQjkhRr,Mathematics
000000001315,Jpscycwap,2/22/2013,1,^%zVv$,Data Science
000000001316,Gewtvd,8/19/2015,2,%#Wh!NAyAW@!&K@q!Ppn/,Algebra
000000001317,Ouyqiuvbxvuqd,4/7/2012,4,^e^Lzl*f%$ahU#%MS&,Real Analysis
000000001318,Jlptijkbihveb,2/12/2015,1,oK/EqI/DJTX$%^plZ&K%pbZ$&ha,Real Analysis
000000001319,Xkahigiy,6/26/2012,4,&F#ZPBERY/NQ$^*S$fnQDLK,Theoretical Physics
000000001320,Swadajwknncdgyd,5/13/2012,1,kZ&%OeNZB^psLW@\&SS\kC#B&I*M,Database Systems
000000001321,Cktvlvxuxnpbwxq,4/27/2015,1,A@is/!*RK,Algebra
000000001322,Feywcje,2/19/2010,4,woekh/Ea#or/nck,Real Analysis
000000001323,Tbggaweftuit,1/10/2016,3,&A&@Xkr&@vD!ZfH^e#/ul,Theoretical Physics
000000001324,Zptrcbcuhw,4/10/2010,1,Yzz#GaVPuy@#/%oAu%K#Dj#pg!AI!J,Complex Analysis
000000001325,Jlpudhoglspm,1/26/2010,2,%v/gngYyuqo!#Q,Mathematics
000000001326,Afayidwy,3/25/2015,2,!!T!,Computer Science
000000001327,Kiiyqidnmnhem,11/18/2016,4,s*AEitzHgJx%D!,Mathematics
000000001328,Ftvhrxse,10/26/2011,1,jA&!tyv\w*dHn,Computer Science
000000001329,Fwsagdkipmikr,5/30/2017,4,#HxP^,Mathematics
000000001330,Pabrkbeotgsdkl,5/1/2011,3,&AQyk^aMvkGaX/Kf\oQMa#\,Mathematics
000000001331,Ylofkij,4/1/2012,2,%F%@N$K*GC^ACg$/sn/\BmgE!/&a!,Data Science
000000001332,Whhimq,10/9/2017,1,FKtdoFMhPCaTAd/s$xB&,Real Analysis
000000001333,Bdslyn,7/29/2015,2,!p#CD%@&/HUo$Av\,Computer Science
000000001334,Oyhkswylfyyja,2/6/2016,2,Q^*R&\#n%Tk@!PBwFy,Complex Analysis
000000001335,Tcekptabcjyegk,12/17/2017,1,a%rFR*U%$Xa%CHd,Mathematics
000000001336,Ekhmwcpstqy,12/14/2012,1,TTw!^k\@&,Chemistry
000000001337,Wohnyayspoypvbs,4/29/2017,3,VaKaR^!,Algebra
000000001338,Skrbtyxuycvrw,9/22/2010,2,%tn#oJf%L&u!t^%F$%fk&ub#,Real Analysis
000000001339,Dbqiwyoaskruglh,5/27/2016,2,kH#Ojy#^M&^DPK\XL^rGoe!O%@!,Mathematics
000000001340,Wsoldtuumfhpe,7/6/2010,3,U#YmJ^Miq,Physics
000000001341,Vmpkbynxvjnoxw,10/4/2012,1,$NZG\Fg^!%xT,Algebra
000000001342,Lovnksb,6/12/2012,2,S&SCG!w#w*aS/*VMv*In\&^B,Algebra
000000001343,Cnbtspqg,5/2/2011,2,cgx!TuvKJ&RPAqZAATD@*OU\MA^*\t,Mathematics
000000001344,Pwglvpniky,7/19/2011,3,O!DQZcIV%b%,Algebra
000000001345,Dtmbeln,6/6/2011,2,B&Ta%!w$$D/dc*tE$Tq^,Computer Science
000000001346,Pvxuakbkocgju,1/11/2013,4,#\THt#FA^Yv\BWm$AhG*%hSaEIc@,Physics
000000001347,Mcxbiiuab,2/11/2016,3,XyIz#&qvPx,Complex Analysis
000000001348,Ercwcaemmu,2/13/2017,4,pKD\KXhE,Complex Analysis
000000001349,Kxrrvrhqovrhs,5/12/2010,4,OXWH#n*iseWXy*g,Real Analysis
000000001350,Verxypit,9/14/2012,3,%p#!u^/I@FHAdcuw&h^SVL%KGYT%,Mathematics
000000001351,Mbhpqmtckqyjx,8/6/2017,3,F*!\@ifB^U\iEn%LiWM*ODO,Algebra
000000001352,Cogkrphqbiww,5/28/2010,2,OdA%tiAp\&zez&C^Ah,Physics
000000001353,Gpjrentl,3/9/2015,1,yA*&UsKVTGVMl@^b,Analysis
000000001354,Qcvflajugtxir,12/22/2013,4,xVEV,Real Analysis
000000001355,Oilbqpmnk,12/7/2015,4,GzXIdbG#&/\qd*TefrF&QwdEa@,Complex Analysis
000000001356,Ohkjscmfllb,5/31/2015,3,oAiP%Nd,Database Systems
000000001357,Jqkwymkly,7/14/2015,1,zKs/q$ld$%t/Obl@e,Mathematics
000000001358,Umkpccnjjebx,1/24/2011,3,@$!#Bwl@QC^C%k/IGn%#,Theoretical Physics
000000001359,Rcoslqjhdqyl,5/11/2015,3,XseT%X*,Computer Science
000000001360,Atwgtfnlwki,11/14/2014,3,e/@M&\L%DTM@mWh^x^G&J\#@nZ,Analysis
000000001361,Ecmdxumeo,5/13/2012,1,JExpS^t*$o^OLFUE#&P$,Complex Analysis
000000001362,Viejdfmjag,7/2/2015,1,@E!BMPv%d%Tw%uuKEEHh$j@Ha$F,Physics
000000001363,Rjglmapla,8/9/2016,1,H#j@^@wtA,Real Analysis
000000001364,Jhrsabttftnpn,7/6/2010,3,up/B#!v%,Theoretical Physics
000000001365,Kflxhhkdlk,11/9/2011,4,\$gLXxA*KH/tn#%VNZ$YS\k,Mathematics
000000001366,Keewyjr,8/7/2013,3,Tr/$a@EtZ&A^wY!UEZ,Computer Science
000000001367,Wnorrlctsd,12/7/2015,3,^&hd&^z^*V@i&SWS,Algebra
000000001368,Tirfofktpjfmojg,12/30/2013,3,lH##p\!y$HMeUJ&f!@G@^d,Database Systems
000000001369,Pokjkgddxbfecx,4/22/2010,1,#HxP^,Chemistry
000000001370,Uhmqtrp,1/22/2012,4,zc!%D\,Real Analysis
000000001371,Meqhhh,12/10/2014,2,sKxV&wU&W/O/&/*@&w@u^lbZE,Computer Science
000000001372,Dhxgkm,6/6/2010,4,\h^M,Computer Science
000000001373,Jheeohqsgqg,3/1/2015,2,a/!eZMtjIi&O&lx*PU\WCa/xq*Mx,Complex Analysis
000000001374,Mqletqc,9/22/2016,1,bz*Wu!FKdGM/HWfIz,Real Analysis
000000001375,Hkjvuyarvbj,5/15/2011,1,z/MuRmisY%Ib&^/RiszdB,Real Analysis
000000001376,Zyvgqxpgbaxnt,7/13/2013,2,&HoZfA*Plg$jt&^G%Zj\$Y&G$g,Data Science
000000001377,Fnwblmaehtorg,11/30/2014,4,G\hNEGvTAvvCkDDw,Database Systems
000000001378,Ohkvsotgfc,3/6/2011,4,lvX!T/b&&Bd,Real Analysis
000000001379,Zrrsvmfactiwsrs,6/29/2014,4,x^@z^sLNS&Nprs&%@@t^,Mathematics
000000001380,Dphtpvrfllplwim,5/2/2015,1,PwB@g#ualtQ*spmIUAKO!Im*W,Algebra
000000001381,Exbgjortxrvkf,3/2/2014,4,sKxV&wU&W/O/&/*@&w@u^lbZE,Algebra
000000001382,Cydxqrqeiyvrny,12/2/2014,2,&SXv,Physics
000000001383,Jcyldfdrd,12/18/2013,1,y*R\Xr@d\y!f%RMQkS&@N@kYxK%$,Complex Analysis
000000001384,Zxiosrthfo,5/11/2011,3,a&Rr@vnl/gF!a&/sJZ!,Analysis
000000001385,Plwkkrsj,8/31/2010,1,k&*mteGSbzU#^A,Theoretical Physics
000000001386,Cpktothxijiuj,1/4/2011,2,u@p&EV&%#H$q#j$vlo#vwX/,Complex Analysis
000000001387,Uwxiiyftmee,8/27/2017,1,!&O%*G\L^TI@qOd*KkKybuBKWx,Chemistry
000000001388,Etywlgey,5/29/2011,4,u!jLwNCD&HBln&HrJ^*Cr%%dN^,Physics
000000001389,Doislettglptln,7/27/2010,3,CTU!q!kG/Tu^jzOnDc#V&S,Physics
000000001390,Qdxjljym,2/19/2012,3,Sz$T%daDC#$BX/B/K^o/!nj#$JUo,Mathematics
000000001391,Iymclhxqumx,8/5/2015,4,&!Cw,Computer Science
000000001392,Hmpywthd,5/9/2011,1,tA/FJ\tv,Physics
000000001393,Segldnwvjbsda,8/7/2011,3,$#Rzm%CFJ&\%Xld/@syHxLh,Complex Analysis
000000001394,Mtcsilehdcwqtr,11/22/2015,4,dR/WApmrjU$!nTddU%@$Eq,Data Science
000000001395,Zkjxbbcgrd,6/7/2016,4,PP@pzp*&@*Wx&,Chemistry
000000001396,Xdokytqchnafyaf,6/30/2014,3,r*dV\&@@UWFHpD$*/,Mathematics
000000001397,Gadmnql,6/17/2010,1,\ekZ%U^T\k$@@E!,Algebra
000000001398,Xiimwrgqjth,10/1/2017,3,v/r\&yC%GE$Jb\y%ve,Physics
000000001399,Jqemylxtgjmnk,7/17/2010,1,PWg*q&wM*#V*eE^*#Pik&J,Physics
000000001400,Hxnlxtukycftpa,10/7/2016,4,/mvT$/*lAk#s%Rr^&Wv&WP\^^iiw,Complex Analysis
000000001401,Mnyhiikcmxyqs,3/11/2016,4,yYgj%J!B@$YFIp@D#Jz!Xro,Chemistry
000000001402,Zqnuseltw,4/17/2013,4,$fZ&tZZtle*,Data Science
000000001403,Wlqusji,11/20/2017,4,^VyyXf,Database Systems
000000001404,Egobrsvrgkxq,8/29/2017,2,^$\!!*,Computer Science
000000001405,Sncfewjqq,8/21/2014,1,&T/k$rgS@Q$T&pHdfQL,Algebra
000000001406,Fhmugghokufys,5/15/2016,1,h\Wkb^KO\rp!#$AV#Ft#hy#swY@^,Real Analysis
000000001407,Cvgtncch,4/6/2015,1,\czOsj@$g$b@/,Computer Science
000000001408,Fypsjpwemkhlud,12/16/2016,4,mU*!G^QV\e#\&tvz,Mathematics
000000001409,Cqndekfmfretloa,7/20/2014,3,k@$SYMvYZ$*mE$JKEdZC%k\/peqfQ,Database Systems
000000001410,Etsfpfdgsghqi,8/15/2011,4,ZgM&%xdPV/Y\B*IgaP*Z#fjW*Nm,Complex Analysis
000000001411,Smordmnks,5/24/2013,1,XItdMsby*\J/!xGB$/%FcQFiXI,Algebra
000000001412,Edtkibd,8/14/2017,1,lpRSr*U%^dv^c^tngdBk/c#E,Mathematics
000000001413,Letcstfw,8/1/2017,2,C$D^beQ#td^d$$fJCz,Algebra
000000001414,Yjwkhdarcyhdn,6/7/2012,4,ldEX$G@@PDS$S%#/!IYsA#ytD//&,Physics
000000001415,Ljvyoffjupc,1/22/2011,2,CS^zzSh&&#slp#%A$G%*Z%NM,Theoretical Physics
000000001416,Sbrocdnnnj,10/13/2016,4,SpU*b!h,Mathematics
000000001417,Scaeqwyreq,3/7/2012,1,/OnpaZ^V*e@YqYtBP&QebLyD/^z^,Real Analysis
000000001418,Ewuaty,6/5/2012,1,X&HccuhU*rmud*T$R/%%!@Mma,Real Analysis
000000001419,Smohoifas,5/29/2011,4,jG\@KZ\deQG*&PP%e^,Algebra
000000001420,Sntlfnhnretyy,8/20/2010,3,p!o/jx,Theoretical Physics
000000001421,Cecdwn,1/19/2013,2,@V\^!CtfDTiZMg*\!%B,Data Science
000000001422,Evnhomxiv,6/12/2014,4,GX\!&#KnhcFLYs/bghR,Theoretical Physics
000000001423,Eroowwkeliosdl,11/23/2013,3,$W/Ld\WHIVaryP,Analysis
000000001424,Rwcbxc,9/16/2011,3,%e/#xr/kF$M%NvBCV!A*\r&p\bUB,Physics
000000001425,Coocifonvcnpo,12/13/2010,4,fX/vB,Analysis
000000001426,Xqbtcwflic,3/24/2016,3,XItdMsby*\J/!xGB$/%FcQFiXI,Complex Analysis
000000001427,Tpdheexje,7/4/2017,3,XVCQA#y*pb&SkhFb^B\N//*/GT,Computer Science
000000001428,Bqdxtxwpjemu,8/5/2011,2,pC/iee,Chemistry
000000001429,Fgmbnkyvlhgvig,4/2/2011,1,FLXBWlL!i$/TJ$T#,Real Analysis
000000001430,Rolkupwosdk,5/2/2014,2,^vm@va/!&%^,Physics
000000001431,Aietwklrht,6/26/2013,2,^Fl#@d*&mPs%W,Mathematics
000000001432,Sdvhojwukb,5/14/2015,4,/qEK#p\^%l&#RM/mlG,Database Systems
000000001433,Zkvktpncmxvqfs,5/19/2010,1,CjJ#TjRa!Fj*RRM@**pYCmzCnU*Rw,Computer Science
000000001434,Ixuwoftlmdtnqg,4/3/2010,4,\P&C^@ldb,Real Analysis
000000001435,Pehyts,12/28/2016,1,he@kt*$#BCMy,Database Systems
000000001436,Hnlnheubtptuik,12/30/2015,2,CTU!q!kG/Tu^jzOnDc#V&S,Complex Analysis
000000001437,Kcmfgnusjf,1/28/2012,3,yxQedzY%Dqn$U^lV$lW,Database Systems
000000001438,Isqmjwnaipthhn,10/17/2015,4,$TKi#C*\evlNl*/@,Physics
